Appendix S4. List of the species of PhytoPhylo (a megaphylogeny of plants in the world),,
Ribes californicum,Hook. & Arn.,tro-29100486
Ribes cereum,Douglas,tro-29100489
Ribes ciliatum,Humb. & Bonpl. ex Roem. & Schult.,tro-29101114
Ribes diacanthum,Pall.,tro-29100983
Ribes divaricatum,Douglas,kew-2426789
Ribes fasciculatum,Siebold & Zucc.,tro-50078108
Ribes hirtellum,Michx.,kew-2426754
Ribes hudsonianum,Richardson,tro-29100048
Ribes indecorum,Eastw.,tro-29100504
Ribes inerme,Rydb.,tro-29100505
Ribes laxiflorum,Pursh,tro-29100509
Ribes lobbii,A. Gray,tro-29100511
Ribes maximowiczianum,Kom.,kew-2426838
Ribes menziesii,Pursh,tro-29100516
Ribes missouriense,Nutt.,tro-29100524
Ribes montigenum,McClatchie,kew-2426552
Ribes nevadaense,Kellogg,tro-29100527
Ribes nigrum,L.,kew-2426569
Ribes niveum,Lindl.,tro-29100530
Ribes oxyacanthoides,L.,tro-29100534
Ribes petraeum,Wulfen,kew-2426521
Ribes roezlii,Regel,tro-29100537
Ribes rotundifolium,Michx.,tro-29100539
Ribes rubrum,L.,kew-2426658
Ribes sanguineum,Pursh,kew-2426680
Ribes speciosum,Pursh,tro-29100547
Ribes spicatum,Robson,kew-2426685
Ribes tenue,Jancz.,tro-50078047
Ribes thacherianum,(Jeps.) Munz,tro-29100548
Ribes triste,Pall.,tro-29100053
Ribes uva-crispa,L.,kew-2426619
Ribes velutinum,Greene,tro-29100550
Ribes viburnifolium,A. Gray,tro-29100553
Ribes viscosissimum,Pursh,tro-29100557
Riccardia latifrons,(Lindb.) Lindb.,tro-35185928
Riccardia multifida,(L.) Gray,tro-35185929
Riccia fluitans,L.,tro-35185958
Richardia brasiliensis,Gomes,kew-178461
Richardia scabra,L.,kew-178500
Richardia stellaris,(Cham. & Schltdl.) Steud.,kew-178505
Richea acerosa,F.Muell.,kew-2419173
Richea continentis,B.L.Burtt,kew-2419176
Richea pandanifolia,Hook.f.,kew-2419177
Richea procera,F.Muell.,kew-2419159
Richea scoparia,Hook.f.,kew-2419160
Richea sprengelioides,F.Muell.,kew-2419161
Richea victoriana,Menadue,kew-2419162
Richella monosperma,A.Gray,kew-2422215
Richeria grandis,Vahl,kew-178544
Ricinocarpos pinifolius,Desf.,kew-178592
Ricinodendron heudelotii,(Baill.) Heckel,kew-178842
Ricinus communis,L.,kew-178867
Ricotia lunaria,(L.) DC.,kew-2422528
Ridleyella paniculata,(Ridl.) Schltr.,kew-179088
Ridolfia segetum,(L.) Moris,kew-2421971
Riencourtia oblongifolia,Gardner,gcc-93790
Rigiolepis filiformis,J.J.Sm.,kew-2427312
Rigiopappus leptocladus,A.Gray,gcc-113732
Rimacola elliptica,(R.Br.) Rupp,kew-179093
Rinorea angustifolia,(Thouars) Baill.,kew-2528509
Rinorea apiculata,Hekking,tro-33800902
Rinorea bengalensis,(Wall.) Gagnep. in Humbert,tro-33801188
Rinorea crenata,S.F. Blake,tro-33800567
Rinorea ilicifolia,(Welw. ex Oliv.) Kuntze,kew-2528331
Rinorea lanceolata,Kuntze,kew-2528716
Rinorea neglecta,Sandwith,tro-33801072
Rinorea pubiflora,(Benth.) Sprague & Sandwith,kew-2528736
Rinorea sylvatica,(Seem.) Kuntze,tro-33800574
Rinoreocarpus ulei,(Melch.) Ducke,kew-2528546
Rinzia dimorphandra,(F.Muell. ex Benth.) Trudgen,kew-179102
Rinzia fumana,Schauer,kew-179103
Riocreuxia torulosa,Decne.,tro-2602188
Ristantia gouldii,Peter G.Wilson & B.Hyland,kew-179119
Ritchiea capparoides,(Andrews) Britten,kew-2416279
Rivasgodaya nervosa,Esteve,kew-2428457
Rivina humilis,L.,kew-2425661
Robinia hispida,L.,ild-8995
Robinia neomexicana,A.Gray,ild-20381
Robinia pseudoacacia,L.,ild-8996
Robinia viscosa,Vent.,ild-8997
Robinsonia evenia,Phil.,gcc-14738
Rochelia cardiosepala,Bunge,tro-4002529
Rochelia disperma,(L.f.) K.Koch,kew-2420959
Rockinghamia brevipes,Airy Shaw,kew-179195
Rodgersia pinnata,Franch.,rjp-18386
Rodgersia podophylla,A.Gray,kew-2527567
Rodriguezia delcastilloi,D.E.Benn. & Christenson,kew-179239
Rodriguezia lanceolata,Ruiz & Pav.,kew-179253
Rodriguezia satipoana,Dodson & D.E.Benn.,kew-179282
Roella amplexicaulis,Dod,kew-355934
Roella ciliata,L.,kew-355927
Roepera apiculata,(F.Muell.) Beier & Thulin,kew-2528600
Roepera billardierei,(DC.) G.Don,kew-2529245
Roepera compressa,(J.M.Black) Beier & Thulin,kew-2528612
Roepera hirticaulis,(Van Zyl) Beier & Thulin,kew-2529246
Roepera iodocarpa,(F.Muell.) Beier & Thulin,kew-2529243
Roepera morgsana,(L.) Beier & Thulin,kew-2529289
Roepera ovata,(Ewart & Jean White) Beier & Thulin,kew-2529291
Rohdea chinensis,(Baker) N.Tanaka,kew-286887
Rohdea delavayi,(Franch.) N.Tanaka,kew-286892
Rohdea japonica,(Thunb.) Roth,kew-286777
Rohdea nepalensis,(Raf.) N.Tanaka,kew-468040
Rojasianthe superba,Standl. & Steyerm.,gcc-137963
Roldana petasitis,(Sims) H.Rob. & Brettell,gcc-80780
Rollinia chrysocarpa,Maas & Westra,tro-1601469
Rollinia cuspidata,Mart.,kew-2422331
Rollinia edulis,Planch. & Triana,kew-2422328
Rollinia herzogii,R.E. Fr.,tro-1600410
Rollinia mucosa,(Jacq.) Baill.,kew-2422355
Romanzoffia californica,Greene,tro-16200589
Romanzoffia thompsonii,Marttala,kew-2428799
Romneya coulteri,Harv.,tro-24000149
Romulea monadelpha,(Sweet ex Steud.) Baker,kew-324412
Rondeletia inermis,(Spreng.) Krug & Urb.,kew-179575
Rondeletia odorata,Jacq.,kew-179663
Rondeletia portoricensis,Krug & Urb.,kew-179702
Rondeletia stipularis,(L.) Druce,kew-179768
Ronnbergia neoregelioides,Leme,kew-262556
Roridula dentata,L.,tro-5900572
Roridula gorgonias,Planch.,tro-5900576
Rorippa amphibia,(L.) Besser,kew-2417224
Rorippa austriaca,(Crantz) Spach,kew-2417262
Rorippa curvipes,Greene,tro-4101420
Rorippa curvisiliqua,(Hook.) Bessey ex Britton,tro-4101423
Rorippa divaricata,Garn.-Jones & Jonsell,tro-100358811
Rorippa eustylis,(F. Mull.) L.A. Johnst.,tro-100359145
Rorippa gigantea,Garn.-Jones,tro-4100242
Rorippa globosa,(Turcz. ex Fisch. & C.A. Mey.) Hayek,tro-4104308
Rorippa indica,(L.) Hiern,kew-2417289
Rorippa islandica,(Oeder) Borbás,kew-2417297
Rorippa laciniata,(O.E.Schulz) L.A.S.Johnson,kew-2417290
Rorippa palustris,(L.) Besser,kew-2417173
Rorippa pyrenaica,(All.) Rchb.,kew-2417150
Rorippa sinuata,(Nutt.) Hitchc.,tro-4101447
Rorippa sylvestris,(L.) Besser,kew-2417195
Rosa abyssinica,R.Br. ex Lindl.,rjp-46390
Rosa acicularis,Lindl.,rjp-56
Rosa agrestis,Savi,rjp-1298
Rosa arkansana,Porter,rjp-6016
Rosa arvensis,Huds.,rjp-535
Rosa banksiae,R.Br.,rjp-10925
Rosa beggeriana,Schrenk ex Fisch. & C.A.Mey.,rjp-11809
Rosa bella,Rehder & E.H.Wilson,rjp-11843
Rosa blanda,Aiton,rjp-3949
Rosa bracteata,J.C.Wendl.,rjp-6022
Rosa bridgesii,"Cr,p.",rjp-6023
Rosa californica,Cham. & Schltdl.,rjp-6024
Rosa canina,L.,rjp-39
Rosa carolina,L.,rjp-6025
Rosa chinensis,Jacq.,rjp-6032
Rosa corymbifera,Borkh.,rjp-971
Rosa cymosa,Tratt.,rjp-9092
Rosa davurica,Pall.,rjp-10926
Rosa davurica var. alpestris,(Nakai) Kitag.,rjp-32214
Rosa fedtschenkoana,Regel,rjp-86
Rosa foetida,Herrm.,rjp-6114
Rosa foliolosa,Nutt. ex Torr. & A.Gray,rjp-6035
Rosa gallica,L.,rjp-1000
Rosa glauca,Pourr.,rjp-1050
Rosa gymnocarpa,Nutt. ex Torr. & A.Gray,rjp-6038
Rosa henryi,Boulenger,rjp-8827
Rosa laevigata,Michx.,rjp-6040
Rosa laxa,Retz.,rjp-11835
Rosa longicuspis,Bertol.,rjp-9091
Rosa lucieae,Franch. & Rochebr. ex Crép.,tro-27807293
Rosa majalis,Herrm.,rjp-6041
Rosa maximowicziana,Regel,rjp-13388
Rosa minutifolia,Engelm.,rjp-3955
Rosa mollis,Sm.,rjp-254
Rosa moschata,Herrm.,rjp-6043
Rosa moyesii,Hemsl. & E.H.Wilson,rjp-10927
Rosa multiflora,Thunb.,rjp-31471
Rosa nitida,Willd.,rjp-6045
Rosa nutkana,C.Presl,rjp-6046
Rosa omeiensis,Rolfe,rjp-6574
Rosa orientalis,A.Dupont ex Ser.,rjp-2200
Rosa palustris,Marshall,rjp-6053
Rosa pendulina,L.,rjp-8976
Rosa persica,Michx. ex Juss.,rjp-15223
Rosa phoenicia,Boiss.,rjp-9614
Rosa pinetorum,A.Heller,rjp-6054
Rosa pisocarpa,A.Gray,rjp-6055
Rosa platyacantha,Schrenk,rjp-11781
Rosa roxburghii,Tratt.,rjp-10178
Rosa rubiginosa,L.,rjp-360
Rosa rugosa,Thunb.,rjp-8096
Rosa sambucina,Koidz.,rjp-27719
Rosa sempervirens,L.,rjp-2209
Rosa sericea,Wall. ex Lindl.,rjp-1321
Rosa sertata,Rolfe,rjp-9096
Rosa setigera,Michx.,rjp-841
Rosa sherardii,Davies,rjp-415
Rosa soulieana,"Cr,p.",rjp-6572
Rosa spinosissima,L.,rjp-609
Rosa spithamea,S.Watson,rjp-6059
Rosa stellata,Wooton,rjp-3956
Rosa tonquinensis,"Cr,p.",rjp-28008
Rosa virginiana,Mill.,rjp-19925
Rosa webbiana,Wall. ex Royle,rjp-8843
Rosa willmottiae,Hemsl.,rjp-6578
Rosa woodsii,Lindl.,rjp-6070
Rosa X odorata,(hort. ex Andrews) Sweet,rjp-6052
Rosa xanthina,Lindl.,rjp-6075
Roscheria melanochaetes,(H.Wendl.) H.Wendl. ex Balf.f.,kew-179837
Rosenbergiodendron formosum,(Jacq.) Fagerl.,kew-179850
Rosenbergiodendron longiflorum,(Ruiz & Pav.) Fagerl.,kew-179853
Rosenia glandulosa,Thunb.,gcc-15902
Rosenia humilis,(Less.) K.Bremer,gcc-48187
Roseodendron donnell-smithii,(Rose) Miranda,kew-318091
Rosmarinus officinalis,L.,kew-179873
Rostkovia magellanica,(Lam.) Hook.f.,kew-316834
Rostraria cristata,(L.) Tzvelev,kew-439519
Rostraria pumila,(Desf.) Tzvelev,kew-439538
Rotala indica,(Willd.) Koehne,kew-2428304
Rotala ramosior,(L.) Koehne,kew-2425263
Rotheca incisa,(Klotzsch) Steane & Mabb.,kew-179959
Rotheca myricoides,(Hochst.) Steane & Mabb.,kew-179968
Rothmannia capensis,Thunb.,kew-180028
Rothmannia longiflora,Salisb.,kew-180053
Rothmannia manganjae,(Hiern) Keay,kew-180063
Roucheria calophylla,Planch.,kew-2428347
Roupala ferruginea,Kunth,kew-2424504
Roupala macrophylla,Pohl,kew-2424535
Roupala merophylla,,
Roupala monosperma,(Ruiz & Pav.) I.M.Johnst.,kew-2424623
Roupala montana,Aubl.,kew-2424624
Rourea coccinea,(Schumach. & Thonn.) Benth.,kew-2415872
Rourea minor,(Gaertn.) Alston,kew-2423622
Roussea simplex,Sm.,kew-2527447
Rovaeanthus suffrutescens,(Brandegee) Borhidi,kew-216762
Roystonea borinquena,O.F.Cook,kew-180134
Roystonea oleracea,(Jacq.) O.F.Cook,kew-180144
Roystonea princeps,(Becc.) Burret,kew-180148
Roystonea regia,(Kunth) O.F.Cook,kew-180149
Ruagea pubescens,H.Karst.,kew-2425287
Rubia cordifolia,L.,kew-180230
Rubia fruticosa,Aiton,kew-180273
Rubia horrida,(Thunb.) Puff,kew-180299
Rubia tinctorum,L.,kew-180430
Rubiteucris palmata,(Benth. ex Hook.f.) Kudô,kew-180457
Rubiteucris siccanea,(W.W.Sm.) P.D.Cantino,kew-180458
Rubus allegheniensis,Porter,rjp-519
Rubus arcticus,L.,rjp-827
Rubus arcticus ssp. acaulis,(Michx.) Focke,rjp-4114
Rubus argutus,Link,rjp-4119
Rubus arizonensis,Focke,rjp-4120
Rubus australis,G.Forst.,rjp-11964
Rubus biflorus,Buch.-Ham. ex Sm.,rjp-1336
Rubus bifrons,Vest,rjp-57076
Rubus caesius,L.,rjp-8
Rubus calycinus,Wall. ex D.Don,rjp-2268
Rubus canadensis,L.,rjp-633
Rubus canescens,DC.,rjp-2271
Rubus caucasicus,Focke,rjp-2275
Rubus chamaemorus,L.,rjp-6
Rubus chingii,Hu,rjp-8716
Rubus corchorifolius,L.f.,rjp-7990
Rubus coreanus,Miq.,rjp-3253
Rubus crataegifolius,Bunge,rjp-8714
Rubus cuneifolius,Pursh,rjp-4132
Rubus deliciosus,Torr.,rjp-1337
Rubus divaricatus,P.J.Müll.,rjp-560
Rubus ellipticus,Sm.,rjp-3254
Rubus eriocarpus,Liebm.,rjp-94
Rubus eustephanos,Focke,tro-27807924
Rubus flagellaris,Willd.,rjp-4143
Rubus geoides,Sm.,rjp-1338
Rubus glabratus,Kunth,rjp-30668
Rubus hirsutus,Thunb.,rjp-8585
Rubus hispidus,L.,rjp-4158
Rubus hoffmeisterianus,"Kunth & Bouch,",rjp-2374
Rubus idaeus,L.,rjp-310
Rubus innominatus,S.Moore,rjp-8443
Rubus lambertianus,Ser.,rjp-3270
Rubus lasiostylus,Focke,rjp-3259
Rubus leucodermis,Douglas ex Torr. & A.Gray,rjp-42988
Rubus moorei,F.Muell.,rjp-11966
Rubus nessensis,Hall,rjp-9
Rubus niveus,Thunb.,rjp-2462
Rubus nubigenus,Kunth,rjp-31257
Rubus occidentalis,L.,rjp-102
Rubus odoratus,L.,rjp-828
Rubus parvifolius,L.,rjp-8491
Rubus pedemontanus,Pinkw.,rjp-769
Rubus pensilvanicus,Poir.,rjp-4207
Rubus pentagonus,Wall. ex Focke,rjp-6356
Rubus phoenicolasius,Maxim.,rjp-756
Rubus plicatus,Weihe & Nees,rjp-676
Rubus pubescens,Raf.,rjp-4202
Rubus repens,(L.) Kuntze,rjp-16564
Rubus robustus,C.Presl,rjp-20625
Rubus roseus,Poir.,rjp-10086
Rubus rosifolius,Sm.,rjp-4236
Rubus rufus,Focke,rjp-2527
Rubus sanctus,Schreb.,rjp-2531
Rubus saxatilis,L.,rjp-7
Rubus setchuenensis,Bureau & Franch.,rjp-8880
Rubus setosus,Bigelow,rjp-4246
Rubus spectabilis,Pursh,rjp-1093
Rubus sulcatus,Vest,rjp-49842
Rubus swinhoei,Hance,rjp-9016
Rubus trianthus,Focke,rjp-8654
Rubus trifidus,Thunb.,rjp-8086
Rubus trivialis,Michx.,rjp-4264
Rubus tsangii,Merr.,rjp-8597
Rubus ulmifolius,Schott,rjp-12
Rubus ursinus,Cham. & Schltdl.,rjp-4270
Rubus urticifolius,Poir.,rjp-97
Rubus vigorosus,P.J.Müll. & Wirtg.,rjp-381
Rubus wallichianus,Wight & Arn.,rjp-2582
Rudbeckia hirta,L.,gcc-126702
Rudgea loretensis,Standl.,kew-180602
Rudgea panurensis,Müll.Arg.,kew-180655
Rudolfiella floribunda,(Schltr.) Hoehne,kew-180732
Ruellia asperula,(Mart. & Nees) Lindau,tro-100862
Ruellia brevifolia,(Pohl) C.Ezcurra,kew-2421718
Ruellia caroliniensis,(J.F. Gmel.) Steud.,tro-102566
Ruellia geminiflora,Kunth,kew-2421576
Ruellia humilis,Nutt.,tro-103977
Ruellia linearibracteolata,Lindau,tro-50328162
Ruellia metallica,Leonard,kew-2420275
Ruellia nudiflora,(Engelm. & A.Gray) Urb.,kew-2420259
Ruellia patula,Jacq.,kew-2420195
Ruellia strepens,L.,tro-101012
Ruizia cordata,Cav.,kew-2527700
Ruizodendron ovale,(Ruiz & Pav.) R.E. Fr.,tro-1600726
Rulingia magniflora,F.Muell.,kew-2527864
Rumex abyssinicus,Jacq.,kew-2424205
Rumex acetosa,L.,kew-2424198
Rumex acetosella,L.,kew-2424185
Rumex aquaticus,L.,kew-2424118
Rumex bucephalophorus,L.,kew-2424356
Rumex conglomeratus,Murray,kew-2424254
Rumex crispus,L.,kew-2424294
Rumex hastatulus,Baldwin,tro-26000921
Rumex hastatus,D. Don,tro-50136005
Rumex intermedius,DC.,kew-2424087
Rumex japonicus,Houtt.,tro-26002530
Rumex lunaria,L.,kew-2424711
Rumex nepalensis,Spreng.,kew-2424706
Rumex obtusifolius,L.,kew-2424630
Rumex patientia,L.,kew-2424661
Rumex pulcher,L.,kew-2424875
Rumex sagittatus,Thunb.,tro-26001176
Rumex sanguineus,L.,kew-2424767
Rumex scutatus,L.,kew-2424805
Rumex scutatus ssp. induratus,(Boiss. & Reut.) Nyman,kew-2424817
Rumex thyrsiflorus,Fingerh.,kew-2418220
Rumex thyrsoides,Desf.,kew-2418222
Rumex tuberosus,L.,kew-2424437
Rumex vesicarius,L.,kew-2424478
Rumfordia penninervis,S.F.Blake,gcc-116912
Rumohra adiantiformis,(G. Forst.) Ching,tro-26600695
Rupertia physodes,(Hook.) J.W.Grimes,ild-39136
Rupicola sprengelioides,Maiden,kew-2419168
Ruppia cirrhosa,(Petagna) Grande,kew-286898
Ruppia maritima,L.,kew-308804
Ruppia megacarpa,R.Mason,kew-286886
Ruppia polycarpa,R.Mason,kew-286885
Ruprechtia apetala,Wedd.,tro-26000342
Ruprechtia coriacea,(H.Karst.) Benth. & Hook.f. ex B.D.Jacks.,kew-2424418
Ruprechtia fusca,Fernald,tro-50148878
Ruprechtia laxiflora,Meisn.,kew-2424406
Ruprechtia ramiflora,(Jacq.) C.A.Mey.,kew-2424587
Ruprechtia tangarana,Standl.,kew-2424592
Ruprechtia tenuiflora,Benth.,kew-2424593
Ruptiliocarpon caracolito,Hammel & N.Zamora,kew-2428302
Ruschia brakdamensis,L. Bolus,tro-702991
Ruscus aculeatus,L.,kew-286704
Ruscus hypoglossum,L.,kew-286774
Russelia equisetiformis,Schltdl. & Cham.,kew-2528116
Russelia retrorsa,Greene,tro-29200875
Rustia thibaudioides,(H.Karst.) Delprete,kew-180773
Ruta chalepensis,L.,kew-2527496
Ruta graveolens,L.,kew-2527408
Ruta linifolia,L.,kew-2528214
Ruta montana,(L.) L.,kew-2527405
Ruta villosa,M.Bieb.,kew-2527442
Ruthalicia longipes,C. Jeffrey,tro-9201060
Rutidea orientalis,Bridson,kew-180814
Rutidosis leptorhynchoides,F.Muell.,gcc-32020
Ruttya fruticosa,Lindau,tro-103997
Ruyschia phylladenia,Sandwith,tro-19800089
Ryania speciosa,Vahl,tro-13200479
Rydingia limbata,(Benth.) Scheen & V.A.Albert,kew-373996
Ryparosa javanica,Koord. & Valeton,kew-4427367
Ryssopterys timoriensis,(DC.) Blume ex A. Juss.,tro-19501340
Rytidosperma acerosum,(Vickery) Connor & Edgar,kew-439752
Rytidosperma alpicola,(Vickery) Connor & Edgar,kew-439753
Rytidosperma auriculatum,(J.M.Black) Connor & Edgar,kew-439754
Rytidosperma australe,(Petrie) Connor & Edgar,kew-439755
Rytidosperma buchananii,(Hook.f.) Connor & Edgar,kew-439758
Rytidosperma caespitosum,(Gaudich.) Connor & Edgar,kew-439759
Rytidosperma carphoides,(F.Muell. ex Benth.) Connor & Edgar,kew-439760
Rytidosperma clavatum,(Zotov) Connor & Edgar,kew-439762
Rytidosperma duttonianum,(Cashmore) Connor & Edgar,kew-439770
Rytidosperma erianthum,(Lindl.) Connor & Edgar,kew-439771
Rytidosperma fortunae-hibernae,(Renvoize) Connor & Edgar,kew-439773
Rytidosperma geniculatum,(J.M.Black) Connor & Edgar,kew-439774
Rytidosperma gracile,(Hook.f.) Connor & Edgar,kew-439776
Rytidosperma indutum,(Vickery) Connor & Edgar,kew-439779
Rytidosperma laeve,(Vickery) Connor & Edgar,kew-439782
Rytidosperma linkii,(Kunth) Connor & Edgar,kew-439784
Rytidosperma longifolium,(R.Br.) Connor & Edgar,kew-439786
Rytidosperma maculatum,(Zotov) Connor & Edgar,kew-439787
Rytidosperma merum,Connor & Edgar,kew-439789
Rytidosperma nitens,(D.I.Morris) H.P.Linder,kew-439794
Rytidosperma nudiflorum,(P.Morris) Connor & Edgar,kew-439796
Rytidosperma pauciflorum,(R.Br.) Connor & Edgar,kew-439802
Rytidosperma penicillatum,(Labill.) Connor & Edgar,kew-439803
Rytidosperma petrosum,Connor & Edgar,kew-439804
Rytidosperma pilosum,(R.Br.) Connor & Edgar,kew-439807
Rytidosperma pulchrum,(Zotov) Connor & Edgar,kew-439810
Rytidosperma pumilum,(Kirk) Connor & Edgar,kew-439812
Rytidosperma racemosum,(R.Br.) Connor & Edgar,kew-439814
Rytidosperma richardsonii,(Cashmore) Connor & Edgar,kew-439816
Rytidosperma semiannulare,(Labill.) Connor & Edgar,kew-439817
Rytidosperma setaceum,(R.Br.) Connor & Edgar,kew-439818
Rytidosperma setifolium,(Hook.f.) Connor & Edgar,kew-439820
Rytidosperma tenuius,"""(Steud.) O.E.Erikss., A.Hansen & Sunding""",kew-439825
Rytidosperma thomsonii,(Buchan.) Connor & Edgar,kew-439826
Rytidosperma unarede,(Raoul) Connor & Edgar,kew-439827
Rytigynia bagshawei,(S.Moore) Robyns,kew-180875
Rytigynia celastroides,(Baill.) Verdc.,kew-180893
Rytigynia eickii,(K.Schum. & K.Krause) Bullock,kew-180907
Rytigynia senegalensis,Blume,kew-180982
Rytigynia uhligii,(K.Schum. & K.Krause) Verdc.,kew-180995
Rytigynia umbellulata,(Hiern) Robyns,kew-180996
Saba comorensis,(Bojer ex A.DC.) Pichon,kew-181004
Sabal bermudana,L.H.Bailey,kew-181016
Sabal causiarum,(O.F.Cook) Becc.,kew-181019
Sabal domingensis,Becc.,kew-181022
Sabal etonia,Swingle ex Nash,kew-181025
Sabal minor,(Jacq.) Pers.,kew-181048
Sabal pumos,(Kunth) Burret,kew-181060
Sabatia angularis,(L.) Pursh,tro-13800571
Sabatia campestris,Nutt.,kew-2587990
Sabatia dodecandra,"""(L.) Britton, Sterns & Poggenb.""",tro-13800581
Sabatia kennedyana,Fernald,tro-13800585
Sabatia stellaris,Pursh,tro-13801167
Sabaudiella aloysii,Chiov.,tro-100365723
Sabia campanulata,Wall.,tro-28200193
Sabia japonica,Maxim.,tro-28200221
Sabia swinhoei,Hemsl.,tro-28200238
Sabia yunnanensis,Franch.,tro-28200053
Sabicea arborea,K.Schum.,kew-181093
Sabicea aspera,Aubl.,kew-181095
Sabicea batesii,Wernham,kew-181104
Sabicea diversifolia,Pers.,kew-181142
Sabicea mildbraedii,Wernham,kew-181216
Sabicea panamensis,Wernham,kew-181231
Sabicea villosa,Willd. ex Schult.,kew-181293
Saccharum arundinaceum,Retz.,kew-439862
Saccharum brevibarbe,(Michx.) Pers.,kew-439879
Saccharum giganteum,(Walter) Pers.,kew-439927
Saccharum narenga,(Nees ex Steud.) Hack.,kew-439969
Saccharum officinarum,L.,kew-439977
Saccharum ravennae,(L.) L.,kew-440022
Saccharum spontaneum,L.,kew-440049
Saccifolium bandeirae,Maguire & Pires,kew-2581789
Sacciolepis indica,(L.) Chase,kew-440116
Sacciolepis myosuroides,(R.Br.) A.Camus,kew-440134
Saccogyna viticulosa,(L.) Dumort.,tro-35207884
Saccolabium pusillum,Blume,kew-181573
Saccoloma elegans,Kaulf.,tro-26606309
Saccoloma inaequale,(Kunze) Mett.,tro-26602564
Sachsia polycephala,Griseb.,gcc-119742
Sacoglottis gabonensis,(Baill.) Urb.,kew-2589249
Sadleria cyatheoides,Kaulf.,tro-26602565
Sageraea lanceolata,Miq.,kew-2480657
Sageretia thea,(Osbeck) M.C. Johnst.,tro-27500996
Sagina apetala,Ard.,kew-2485158
Sagina decumbens,(Elliott) Torr. & A.Gray,kew-2485314
Sagina japonica,(Sw.) Ohwi,tro-6300189
Sagina maritima,G.Don,kew-2485351
Sagina nivalis,(Lindblad) Fr.,kew-2485245
Sagina procumbens,L.,kew-2485289
Sagina saginoides,(L.) H.Karst.,kew-2485284
Sagittaria graminea,Michx.,kew-287261
Sagittaria latifolia,Willd.,kew-287247
Sagittaria montevidensis,Cham. & Schltdl.,kew-287438
Sagittaria natans,Pall.,kew-309058
Sagittaria pygmaea,Miq.,kew-287429
Sagittaria sagittifolia,L.,kew-287474
Sagittaria subulata,(L.) Buchenau,kew-287476
Sagittaria trifolia,L.,kew-287453
Sagotia racemosa,Baill.,kew-181706
Saharanthus ifniensis,(Caball.) M.B.Crespo & Lledó,kew-2599525
Saintpaulia ionantha,H.Wendl.,kew-2588896
Sairocarpus cornutus,(Benth.) D.A. Sutton,tro-50101198
Sairocarpus coulterianus,(Benth.) D.A. Sutton,tro-50101197
Sairocarpus multiflorus,(Pennell) D.A. Sutton,tro-50101196
Salacca zalacca,(Gaertn.) Voss,kew-181818
Salacia arborea,(Leandro) Peyr.,tro-15600077
Salacia elliptica,(Mart.) G.Don,kew-2482490
Salacia impressifolia,(Miers) A.C.Sm.,kew-2482444
Salacia lehmbachii,Loes.,kew-2482481
Salacia madagascariensis,(Lam.) DC.,tro-15600001
Salacia nitida,(Benth.) N.E.Br.,kew-2481100
Salacia owabiensis,Hoyle,tro-50084673
Salacia pallescens,Oliv.,kew-2480993
Salaciopsis glomerata,Hürl.,kew-2481163
Salaciopsis longistyla,I.H.Müll.,kew-2481130
Salaciopsis sparsiflora,Hürl.,kew-2481175
Salicornia bigelovii,Torr.,tro-7200269
Salicornia dolichostachya,Moss,kew-2480773
Salicornia emerici,Duval-Jouve,kew-2480860
Salicornia europaea,L.,kew-2480947
Salicornia meyeriana,Moss,tro-7200501
Salicornia obscura,P.W.Ball & Tutin,kew-2480966
Salicornia procumbens,Sm.,kew-2480888
Salicornia pusilla,J.Woods,kew-2480870
Salicornia ramosissima,J.Woods,kew-2480866
Salicornia virginica,L.,tro-7200272
Salix abscondita,Laksch.,tro-28300635
Salix acmophylla,Boiss.,kew-5001552
Salix alaxensis,(Andersson) Coville,kew-5001523
Salix alba,L.,kew-5001521
Salix amygdaloides,Andersson,kew-5001333
Salix arbutifolia,Pall.,kew-5001382
Salix arctica,Pall.,kew-5001380
Salix arctophila,Cockerell,kew-5003838
Salix babylonica,L.,kew-5004552
Salix bakko,Kimura,kew-5001356
Salix bebbiana,Sarg.,kew-5001777
Salix borealis,Fr.,kew-5001734
Salix caprea,L.,kew-5001859
Salix cardiophylla,Trautv. & C.A.Mey.,kew-5001811
Salix chaenomeloides,Kimura,kew-5001817
Salix chamissonis,Andersson,kew-5001824
Salix cheilophila,C.K. Schneid.,tro-28301614
Salix cinerea,L.,kew-5001635
Salix cordata,Michx.,kew-5001604
Salix discolor,Muhl.,kew-5000832
Salix eriocephala,Michx.,kew-5000814
Salix exigua,Nutt.,kew-5000939
Salix floridana,Chapm.,kew-5000904
Salix fragilis,Forssk.,kew-5000690
Salix fuscescens,Andersson,kew-5000700
Salix glauca,L.,kew-5000657
Salix gmelinii,Pall.,kew-5004443
Salix gracilistyla,Miq.,kew-5000783
Salix hastata,L.,kew-5000754
Salix herbacea,L.,kew-5000781
Salix humboldtiana,Willd.,tro-28300168
Salix interior,Rowlee,kew-5001254
Salix laevigata,Bebb,kew-5001054
Salix lanata,L.,kew-5001036
Salix lapponum,L.,kew-5001038
Salix lucida,Muhl.,kew-5002954
Salix magnifica,Hemsl.,tro-28301088
Salix melanopsis,Nutt.,kew-5003043
Salix miyabeana,Seemen,kew-5002785
Salix mucronata,Thunb.,tro-28300223
Salix myrsinifolia,Salisb.,kew-5002803
Salix myrsinites,L.,kew-5002800
Salix myrtilloides,L.,kew-5002794
